paper_id,category,fractional_weight
11380,Climate Change,1.0
11564,Historic Sites and Monuments,1.0
11566,Management Plans,1.0
11567,Management Plans,1.0
11573,Inspections,1.0
11574,Operation of the Antarctic Treaty system Reports,1.0
11575,Operation of the Antarctic Treaty system Reports,1.0
11576,Operation of the Antarctic Treaty system Reports,1.0
11577,Area Protection and Management Plans General,1.0
11578,Institutional and legal matters,1.0
11580,Nonnative Species and Quarantine,1.0
11582,Repair and remediation of environmental damage,1.0
11583,Operation of the Antarctic Treaty system General,1.0
11584,Environmental Monitoring and Reporting,0.5
11584,Science issues,0.5
11587,Management Plans,1.0
11588,Site Guidelines for Visitors,1.0
11590,Cooperation with Other Organisations,0.5
11590,Operation of the Antarctic Treaty system Reports,0.5
11591,Safety and Operations in Antarctica,1.0
11602,Comprehensive Environmental Evaluations,1.0
11603,Site Guidelines for Visitors,0.5
11603,Tourism and NG_Activities,0.5
11604,Comprehensive Environmental Evaluations,1.0
11605,Historic Sites and Monuments,1.0
11606,Climate Change,1.0
11607,Educational issues,1.0
11608,Biological Prospecting,1.0
11609,Biological Prospecting,1.0
11610,Climate Change,1.0
11611,Comprehensive Environmental Evaluations,1.0
11612,Environmental Protection General,1.0
11614,Tourism and NG_Activities,1.0
11615,Environmental Protection General,1.0
11616,Inspections,1.0
11618,Operation of the Antarctic Treaty system Reports,1.0
11619,Management Plans,1.0
11620,Marine Protected Areas,1.0
11621,Management Plans,1.0
11626,Climate Change,1.0
11627,Climate Change,1.0
11628,Management Plans,1.0
11629,Management Plans,1.0
11630,Management Plans,1.0
11631,Management Plans,1.0
11632,Climate Change,1.0
11633,Environmental Impact Assessment EIA Other EIA Matters,1.0
11634,Area Protection and Management Plans General,1.0
11635,Tourism and NG_Activities,1.0
11636,Environmental Monitoring and Reporting,1.0
11637,Fauna and Flora_General,1.0
11639,Fauna and Flora_General,1.0
11641,Environmental Monitoring and Reporting,1.0
11642,Climate Change,1.0
11643,Area Protection and Management Plans General,1.0
11645,Exchange of Information,1.0
11647,Management Plans,1.0
11648,Tourism and NG_Activities,1.0
11649,Safety and Operations in Antarctica,1.0
11650,Area Protection and Management Plans General,1.0
11651,Area Protection and Management Plans General,1.0
11652,Site Guidelines for Visitors,1.0
11653,Management Plans,1.0
11654,Comprehensive Environmental Evaluations,1.0
11655,Nonnative Species and Quarantine,1.0
11656,Tourism and NG_Activities,1.0
11658,Educational issues,1.0
11659,Management Plans,1.0
11660,Management Plans,1.0
11661,Fauna and Flora_General,1.0
11662,Fauna and Flora_General,1.0
11663,Management Plans,1.0
11664,Operation of the Antarctic Treaty system General,1.0
11665,Area Protection and Management Plans General,0.5
11665,Fauna and Flora_General,0.5
11666,Site Guidelines for Visitors,1.0
11667,Science issues,1.0
11668,Area Protection and Management Plans General,0.5
11668,Science issues,0.5
11669,Area Protection and Management Plans General,1.0
11673,Tourism and NG_Activities,1.0
11674,Area Protection and Management Plans General,0.5
11674,Management Plans,0.5
11675,Operation of the Antarctic Treaty system General,1.0
11676,Management Plans,1.0
11677,Safety and Operations in Antarctica,1.0
11682,Science issues,1.0
11683,Science issues,1.0
11684,Institutional and legal matters,1.0
11690,Environmental Impact Assessment EIA Other EIA Matters,1.0
11693,Environmental Monitoring and Reporting,1.0
11694,Educational issues,1.0
11695,Educational issues,1.0
11696,Environmental Monitoring and Reporting,1.0
11698,Nonnative Species and Quarantine,1.0
11701,Safety and Operations in Antarctica,1.0
11702,Fauna and Flora_General,0.3333333333333333
11702,Nonnative Species and Quarantine,0.3333333333333333
11702,Science issues,0.3333333333333333
11705,Safety and Operations in Antarctica,1.0
11706,Safety and Operations in Antarctica,1.0
11707,Science issues,1.0
11708,Marine Protected Areas,0.5
11708,Operation of the Antarctic Treaty system General,0.5
11710,Safety and Operations in Antarctica,1.0
11711,Science issues,1.0
11712,Educational issues,1.0
11713,Science issues,1.0
11714,Climate Change,1.0
11715,Nonnative Species and Quarantine,1.0
11716,Fauna and Flora_General,1.0
11718,Historic Sites and Monuments,1.0
11719,Science issues,1.0
11721,Environmental Impact Assessment EIA Other EIA Matters,0.5
11721,Science issues,0.5
11722,Science issues,1.0
11723,Management Plans,1.0
11724,Tourism and NG_Activities,1.0
11725,Nonnative Species and Quarantine,1.0
11726,Safety and Operations in Antarctica,1.0
11727,Safety and Operations in Antarctica,1.0
11728,Tourism and NG_Activities,1.0
11729,Safety and Operations in Antarctica,1.0
11731,Safety and Operations in Antarctica,1.0
11732,Tourism and NG_Activities,1.0
11736,Educational issues,1.0
11737,Educational issues,1.0
11738,Science issues,1.0
11739,Science issues,1.0
11740,Operation of the Antarctic Treaty system General,1.0
11741,Science issues,1.0
11742,Science issues,1.0
11743,Science issues,1.0
11744,Science issues,1.0
11745,Science issues,1.0
11746,Science issues,1.0
11747,Science issues,1.0
11748,Educational issues,1.0
11749,Science issues,1.0
11750,Marine Protected Areas,0.5
11750,Science issues,0.5
11751,Science issues,1.0
11752,Science issues,1.0
11753,Operation of the Antarctic Treaty system Reports,1.0
11754,Environmental Protection General,0.5
11754,Operation of the Antarctic Treaty system General,0.5
11755,Operation of the Antarctic Treaty system General,0.5
11755,Science issues,0.5
11756,Operation of the Antarctic Treaty system Reports,1.0
11757,Operation of the Antarctic Treaty system Reports,1.0
11758,Science issues,1.0
11760,Tourism and NG_Activities,1.0
11761,Science issues,1.0
11762,Nonnative Species and Quarantine,1.0
11763,Nonnative Species and Quarantine,1.0
11764,Operation of the Antarctic Treaty system General,1.0
11765,Comprehensive Environmental Evaluations,1.0
11766,Safety and Operations in Antarctica,1.0
11767,Cooperation with Other Organisations,0.5
11767,Operation of the Antarctic Treaty system Reports,0.5
11768,Science issues,1.0
11769,Cooperation with Other Organisations,0.5
11769,Science issues,0.5
11770,Environmental Impact Assessment EIA Other EIA Matters,0.5
11770,Tourism and NG_Activities,0.5
11771,Environmental Impact Assessment EIA Other EIA Matters,1.0
11772,Nonnative Species and Quarantine,1.0
11773,Site Guidelines for Visitors,1.0
11774,Area Protection and Management Plans General,1.0
11775,Area Protection and Management Plans General,1.0
11778,Comprehensive Environmental Evaluations,1.0
11779,Safety and Operations in Antarctica,1.0
11780,Area Protection and Management Plans General,0.5
11780,Tourism and NG_Activities,0.5
11781,Operation of the Antarctic Treaty system General,1.0
11782,Science issues,1.0
11783,Fauna and Flora_General,1.0
11784,Science issues,1.0
11785,Safety and Operations in Antarctica,1.0
11786,Operation of the Antarctic Treaty system Reports,0.5
11786,Tourism and NG_Activities,0.5
11787,Tourism and NG_Activities,1.0
11788,Site Guidelines for Visitors,0.5
11788,Tourism and NG_Activities,0.5
11789,Science issues,1.0
11790,Science issues,1.0
11791,Educational issues,1.0
11792,Science issues,1.0
11793,Science issues,1.0
11794,Operation of the Antarctic Treaty system General,1.0
11795,Safety and Operations in Antarctica,1.0
11796,Science issues,1.0
11797,Science issues,1.0
11799,Operation of the Antarctic Treaty system General,1.0
11800,Educational issues,1.0
11801,Science issues,1.0
11802,Environmental Impact Assessment EIA Other EIA Matters,1.0
11803,Safety and Operations in Antarctica,1.0
11804,Science issues,1.0
11805,Safety and Operations in Antarctica,1.0
11806,Safety and Operations in Antarctica,1.0
11807,Educational issues,1.0
11808,Safety and Operations in Antarctica,1.0
11809,Educational issues,1.0
11810,Safety and Operations in Antarctica,1.0
11811,Management Plans,1.0
11812,Area Protection and Management Plans General,0.5
11812,Safety and Operations in Antarctica,0.5
11813,Historic Sites and Monuments,1.0
11814,Science issues,1.0
11815,Environmental Monitoring and Reporting,1.0
11818,Safety and Operations in Antarctica,1.0
11819,Inspections,1.0
11820,Tourism and NG_Activities,1.0
11821,Educational issues,1.0
11829,Science issues,1.0
11830,Environmental Protection General,1.0
11831,Operation of the Antarctic Treaty system Reports,1.0
11832,Inspections,1.0
11833,Management Plans,1.0
11834,Management Plans,1.0
11837,Institutional and legal matters,1.0
11840,Management Plans,1.0
11842,Operation of the Antarctic Treaty system The Secretariat,1.0
11851,Specially Protected Species,1.0
11852,Fauna and Flora_General,1.0
11861,Marine Acoustics,1.0
11865,Management Plans,1.0
11866,Management Plans,1.0
11867,Management Plans,1.0
11868,Management Plans,1.0
11945,Management Plans,1.0
11946,Management Plans,1.0
11947,Environmental Monitoring and Reporting,1.0
11948,Climate Change,0.5
11948,Environmental Monitoring and Reporting,0.5
11949,CEP Strategy Discussions,0.5
11949,Educational issues,0.5
11950,Environmental Monitoring and Reporting,1.0
11951,Management Plans,1.0
11952,Management Plans,1.0
11953,Management Plans,1.0
11955,Operation of the CEP,1.0
11957,Science issues,1.0
11958,Safety and Operations in Antarctica,1.0
11959,Exchange of Information,0.5
11959,Science issues,0.5
11960,Educational issues,1.0
11962,Management Plans,1.0
11963,Management Plans,1.0
11964,Fauna and Flora_General,1.0
11966,Tourism and NG_Activities,1.0
11967,Management Plans,1.0
11968,Climate Change,1.0
11969,Nonnative Species and Quarantine,1.0
11970,Fauna and Flora_General,0.5
11970,Specially Protected Species,0.5
11971,Operation of the Antarctic Treaty system General,1.0
11973,Science issues,1.0
11974,Science issues,1.0
11976,Safety and Operations in Antarctica,1.0
11977,Safety and Operations in Antarctica,1.0
11978,Management Plans,1.0
11979,Area Protection and Management Plans General,1.0
11980,CEP Strategy Discussions,0.5
11980,Science issues,0.5
11981,Environmental Monitoring and Reporting,0.5
11981,Tourism and NG_Activities,0.5
11982,Educational issues,1.0
11983,Operation of the Antarctic Treaty system Reports,1.0
11984,Cooperation with Other Organisations,1.0
11985,Cooperation with Other Organisations,0.5
11985,Operation of the Antarctic Treaty system Reports,0.5
11986,Specially Protected Species,1.0
11987,Educational issues,1.0
11988,Area Protection and Management Plans General,0.5
11988,Fauna and Flora_General,0.5
11990,Cooperation with Other Organisations,0.5
11990,Operation of the Antarctic Treaty system Reports,0.5
11991,Comprehensive Environmental Evaluations,1.0
11992,Climate Change,0.5
11992,Historic Sites and Monuments,0.5
11993,CEP Strategy Discussions,1.0
11994,Historic Sites and Monuments,1.0
11995,Climate Change,1.0
11999,Management Plans,1.0
12000,Environmental Impact Assessment EIA Other EIA Matters,1.0
12001,Specially Protected Species,1.0
12002,Fauna and Flora_General,0.5
12002,Specially Protected Species,0.5
12003,Tourism and NG_Activities,1.0
12005,Climate Change,1.0
12006,Management Plans,1.0
12007,Environmental Impact Assessment EIA Other EIA Matters,1.0
12008,Management Plans,1.0
12009,Management Plans,1.0
12010,Management Plans,1.0
12011,Management Plans,1.0
12012,Management Plans,1.0
12013,Management Plans,1.0
12014,Management Plans,1.0
12015,Historic Sites and Monuments,1.0
12016,Area Protection and Management Plans General,0.5
12016,Climate Change,0.5
12017,Climate Change,1.0
12018,Nonnative Species and Quarantine,1.0
12019,Nonnative Species and Quarantine,1.0
12020,Climate Change,1.0
12021,Site Guidelines for Visitors,1.0
12022,Climate Change,0.5
12022,Science issues,0.5
12023,Climate Change,0.5
12023,Science issues,0.5
12024,Science issues,1.0
12028,Operation of the Antarctic Treaty system General,1.0
12029,Educational issues,0.5
12029,Inspections,0.5
12031,Nonnative Species and Quarantine,1.0
12032,Tourism and NG_Activities,1.0
12033,Historic Sites and Monuments,1.0
12034,Historic Sites and Monuments,1.0
12035,Management Plans,1.0
12036,Climate Change,1.0
12037,Safety and Operations in Antarctica,1.0
12038,Operation of the Antarctic Treaty system General,1.0
12039,Environmental Impact Assessment EIA Other EIA Matters,1.0
12040,Fauna and Flora_General,1.0
12041,Fauna and Flora_General,1.0
12042,Fauna and Flora_General,1.0
12043,Fauna and Flora_General,1.0
12044,Environmental Impact Assessment EIA Other EIA Matters,1.0
12045,Cooperation with Other Organisations,0.3333333333333333
12045,Operation of the Antarctic Treaty system Reports,0.3333333333333333
12045,Tourism and NG_Activities,0.3333333333333333
12046,Tourism and NG_Activities,1.0
12047,Site Guidelines for Visitors,0.5
12047,Tourism and NG_Activities,0.5
12053,Fauna and Flora_General,0.5
12053,Specially Protected Species,0.5
12054,Operation of the Antarctic Treaty system Reports,1.0
12055,Operation of the Antarctic Treaty system Reports,1.0
12056,Area Protection and Management Plans General,1.0
12057,Environmental Impact Assessment EIA Other EIA Matters,1.0
12058,Climate Change,1.0
12059,Science issues,1.0
12061,Operation of the Antarctic Treaty system General,1.0
12062,Operation of the Antarctic Treaty system Reports,1.0
12063,Environmental Impact Assessment EIA Other EIA Matters,1.0
12065,Climate Change,1.0
12067,Science issues,1.0
12068,Tourism and NG_Activities,1.0
12069,Safety and Operations in Antarctica,1.0
12071,Environmental Impact Assessment EIA Other EIA Matters,0.5
12071,Safety and Operations in Antarctica,0.5
12073,Science issues,1.0
12074,Tourism and NG_Activities,1.0
12075,Tourism and NG_Activities,1.0
12077,Science issues,1.0
12080,Safety and Operations in Antarctica,1.0
12081,Management Plans,1.0
12085,Environmental Monitoring and Reporting,1.0
12090,Climate Change,1.0
12091,Climate Change,1.0
12094,Science issues,1.0
12096,Safety and Operations in Antarctica,1.0
12097,Climate Change,0.5
12097,Science issues,0.5
12098,Climate Change,0.5
12098,Science issues,0.5
12099,Science issues,1.0
12100,CEP Strategy Discussions,0.5
12100,Educational issues,0.5
12101,Tourism and NG_Activities,1.0
12102,Environmental Protection General,1.0
12103,Area Protection and Management Plans General,1.0
12105,Science issues,1.0
12106,Tourism and NG_Activities,1.0
12109,Climate Change,1.0
12111,Institutional and legal matters,1.0
12113,CEP Strategy Discussions,1.0
12114,Fauna and Flora_General,0.5
12114,Science issues,0.5
12115,Specially Protected Species,1.0
12116,Nonnative Species and Quarantine,1.0
12118,Tourism and NG_Activities,1.0
